"Row","FIPS","GENC","Country/Area Name","Year","Population","Annual Growth Rate %","Area (sq km)","Density (per sq km)","Total Fertility Rate","Life Expectancy at Birth","Under-5 Mortality Rate"
"5284","UP","UA","Ukraine","1998","49941236","-0.864","579330","86.2","1.195","68.54","16.46"
"5285","UP","UA","Ukraine","1999","49491190","-0.947","579330","85.4","1.112","68.16","16.39"
"5286","UP","UA","Ukraine","2000","49013834","-0.992","579330","84.6","1.1014","67.88","15.5"
"5287","UP","UA","Ukraine","2001","48520343","-1.032","579330","83.8","1.0827","68.13","14.75"
"5288","UP","UA","Ukraine","2002","48074073","-0.815","579330","83","1.1251","68.07","13.9"
"5289","UP","UA","Ukraine","2003","47692440","-0.779","579330","82.3","1.169","68.03","13.27"
"5290","UP","UA","Ukraine","2004","47342447","-0.693","579330","81.7","1.2153","68.22","12.84"
"5291","UP","UA","Ukraine","2005","47002642","-0.747","579330","81.1","1.208","67.57","13.51"
"5292","UP","UA","Ukraine","2006","46685257","-0.607","579330","80.6","1.3051","67.86","12.69"
"5293","UP","UA","Ukraine","2007","46406827","-0.589","579330","80.1","1.3403","67.52","13.76"
"5294","UP","UA","Ukraine","2008","46155640","-0.496","579330","79.7","1.4548","67.87","12.47"
"5295","UP","UA","Ukraine","2009","45950761","-0.393","579330","79.3","1.4684","68.96","11.54"
"5296","UP","UA","Ukraine","2010","45768171","-0.403","579330","79","1.4394","70.02","10.94"
"5297","UP","UA","Ukraine","2011","45603516","-0.318","579330","78.7","1.4708","70.73","10.77"
"5298","UP","UA","Ukraine","2012","45491540","-0.174","579330","78.5","1.545","70.86","10.25"
"5299","UP","UA","Ukraine","2013","45388613","-0.279","579330","78.3","1.5169","71.05","10.12"
"5300","UP","UA","Ukraine","2014","44943744","-1.698","579330","77.6","1.5218","71.32","9.96"
"5301","AE","AE","United Arab Emirates","1990","1796829","","83600","21.5","","",""
"5302","AE","AE","United Arab Emirates","1991","1897767","","83600","22.7","","",""
"5303","AE","AE","United Arab Emirates","1992","2006800","","83600","24","","",""
"5304","AE","AE","United Arab Emirates","1993","2122994","","83600","25.4","","",""
"5305","AE","AE","United Arab Emirates","1994","2245060","","83600","26.9","","",""
"5306","AE","AE","United Arab Emirates","1995","2369781","6.975","83600","28.3","3.3023","74.35","16.79"
"5307","AE","AE","United Arab Emirates","1996","2536143","6.602","83600","30.3","2.9449","74.72","15.57"
"5308","AE","AE","United Arab Emirates","1997","2704660","6.271","83600","32.4","2.6918","75.07","14.37"
"5309","AE","AE","United Arab Emirates","1998","2876234","6.034","83600","34.4","2.6135","75.41","13.33"
"5310","AE","AE","United Arab Emirates","1999","3051363","5.791","83600","36.5","2.534","75.73","12.33"
"5311","AE","AE","United Arab Emirates","2000","3230742","5.635","83600","38.6","2.5824","76.04","11.41"
"5312","AE","AE","United Arab Emirates","2001","3402348","4.737","83600","40.7","2.5208","76.19","10.99"
"5313","AE","AE","United Arab Emirates","2002","3555027","4.056","83600","42.5","2.469","76.34","10.59"
"5314","AE","AE","United Arab Emirates","2003","3693043","3.57","83600","44.2","2.4826","76.48","10.21"
"5315","AE","AE","United Arab Emirates","2004","3819555","3.173","83600","45.7","2.4635","76.62","9.88"
"5316","AE","AE","United Arab Emirates","2005","3935820","2.829","83600","47.1","2.3951","76.76","9.5"
"5317","AE","AE","United Arab Emirates","2006","4458540","20.95","83600","53.3","2.2169","76.9","9.16"
"5318","AE","AE","United Arab Emirates","2007","5532409","21.937","83600","66.2","2.0124","77.04","8.83"
"5319","AE","AE","United Arab Emirates","2008","7159278","28.496","83600","85.6","1.8102","77.17","8.52"
"5320","AE","AE","United Arab Emirates","2009","8032709","-3.65","83600","96.1","1.5","77.3","8.19"
"5321","AE","AE","United Arab Emirates","2010","8020877","3.361","83600","95.9","1.5679","77.43","7.89"
"5322","AE","AE","United Arab Emirates","2011","8302211","3.531","83600","99.3","1.5902","77.59","7.53"
"5323","AE","AE","United Arab Emirates","2012","8606553","3.667","83600","102.9","1.6406","77.75","7.2"
"5324","AE","AE","United Arab Emirates","2013","8930981","3.732","83600","106.8","1.6631","77.9","6.88"
"5325","AE","AE","United Arab Emirates","2014","9170474","1.589","83600","109.7","1.6609","78.05","6.57"
"5326","UK","GB","United Kingdom","1990","57410719","","241930","237.3","","",""
"5327","UK","GB","United Kingdom","1991","57573614","0.33","241930","238","1.8367","75.81","8.78"
"5328","UK","GB","United Kingdom","1992","57735939","0.233","241930","238.6","1.8149","76.2","7.82"
"5329","UK","GB","United Kingdom","1993","57854242","0.176","241930","239.1","1.7803","76.06","7.57"
"5330","UK","GB","United Kingdom","1994","58005686","0.346","241930","239.8","1.761","76.6","7.31"
"5331","UK","GB","United Kingdom","1995","58186803","0.277","241930","240.5","1.7252","76.51","7.17"
"5332","UK","GB","United Kingdom","1996","58344566","0.264","241930","241.2","1.7405","76.77","7.22"
"5333","UK","GB","United Kingdom","1997","58494072","0.248","241930","241.8","1.742","77.03","6.88"
"5334","UK","GB","United Kingdom","1998","58680367","0.388","241930","242.6","1.7356","77.18","6.75"
"5335","UK","GB","United Kingdom","1999","58909682","0.392","241930","243.5","1.7085","77.3","6.8"
"5336","UK","GB","United Kingdom","2000","59139969","0.388","241930","244.5","1.6663","77.78","6.41"
